00:57:09.921 WARN  ~~ LOOPS: 15. ENTITY #: 1361//903. VIEW #: 2. BACKLOGGED :: 107.200%! ~~ 
03:06:30.860 WARN  Total entity selfie-taking time: 38 
03:06:30.860 WARN  Total time: 1171 
03:06:32.113 WARN  ~~ LOOPS: 5. ENTITY #: 2273//1765. VIEW #: 2. BACKLOGGED :: 583.200%! ~~ 
03:06:32.113 WARN  Total activation time: 46 
03:06:32.113 WARN  Total collision time: 573 
03:06:32.113 WARN  Total cycle time: 353 
03:06:32.113 WARN  Total player update time: 220 
03:06:32.113 WARN  Total lb+minimap processing time: 37 
03:06:32.113 WARN  Total entity physics calculation time: 6 
03:06:32.113 WARN  Total entity life+thought cycle time: 146 
03:06:32.113 WARN  Total entity selfie-taking time: 21 
03:06:32.113 WARN  Total time: 1402 
03:06:33.219 WARN  ~~ LOOPS: 4. ENTITY #: 2303//1817. VIEW #: 2. BACKLOGGED :: 621.750%! ~~ 
03:06:33.219 WARN  Total activation time: 34 
03:06:33.219 WARN  Total collision time: 397 
03:06:33.219 WARN  Total cycle time: 398 
03:06:33.219 WARN  Total player update time: 195 
03:06:33.219 WARN  Total lb+minimap processing time: 35 
03:06:33.219 WARN  Total entity physics calculation time: 9 
03:06:33.219 WARN  Total entity life+thought cycle time: 82 
03:06:33.220 WARN  Total entity selfie-taking time: 3 
03:06:33.220 WARN  Total time: 1153 
03:06:34.412 WARN  ~~ LOOPS: 4. ENTITY #: 2545//2010. VIEW #: 2. BACKLOGGED :: 630.000%! ~~ 
03:06:34.412 WARN  Total activation time: 52 
03:06:34.412 WARN  Total collision time: 418 
03:06:34.412 WARN  Total cycle time: 370 
03:06:34.412 WARN  Total player update time: 205 
03:06:34.412 WARN  Total lb+minimap processing time: 50 
03:06:34.412 WARN  Total entity physics calculation time: 14 
03:06:34.412 WARN  Total entity life+thought cycle time: 104 
03:06:34.413 WARN  Total entity selfie-taking time: 42 
03:06:34.413 WARN  Total time: 1255 
03:06:35.685 WARN  ~~ LOOPS: 4. ENTITY #: 1930//1597. VIEW #: 2. BACKLOGGED :: 832.500%! ~~ 
03:06:35.685 WARN  Total activation time: 63 
03:06:35.685 WARN  Total collision time: 227 
03:06:35.685 WARN  Total cycle time: 820 
03:06:35.685 WARN  Total player update time: 59 
03:06:35.685 WARN  Total lb+minimap processing time: 27 
03:06:35.685 WARN  Total entity physics calculation time: 7 
03:06:35.685 WARN  Total entity life+thought cycle time: 151 
03:06:35.685 WARN  Total entity selfie-taking time: 7 
03:06:35.685 WARN  Total time: 1361 
03:06:37.152 WARN  ~~ LOOPS: 6. ENTITY #: 649//971. VIEW #: 2. BACKLOGGED :: 627.500%! ~~ 
03:06:37.152 WARN  Total activation time: 62 
03:06:37.153 WARN  Total collision time: 141 
03:06:37.153 WARN  Total cycle time: 1052 
03:06:37.153 WARN  Total player update time: 87 
03:06:37.153 WARN  Total lb+minimap processing time: 10 
03:06:37.153 WARN  Total entity physics calculation time: 7 
03:06:37.153 WARN  Total entity life+thought cycle time: 82 
03:06:37.153 WARN  Total entity selfie-taking time: 21 
03:06:37.153 WARN  Total time: 1462 
03:07:12.366 WARN  ~~ LOOPS: 8. ENTITY #: 1012//638. VIEW #: 1. BACKLOGGED :: 315.000%! ~~ 
03:07:12.366 WARN  Total activation time: 68 
03:07:12.366 WARN  Total collision time: 685 
03:07:12.366 WARN  Total cycle time: 87 
03:07:12.366 WARN  Total player update time: 109 
03:07:12.366 WARN  Total lb+minimap processing time: 60 
03:07:12.366 WARN  Total entity physics calculation time: 5 
03:07:12.366 WARN  Total entity life+thought cycle time: 55 
03:07:12.367 WARN  Total entity selfie-taking time: 9 
03:07:12.367 WARN  Total time: 1078 
03:07:13.513 WARN  ~~ LOOPS: 5. ENTITY #: 1214//900. VIEW #: 1. BACKLOGGED :: 548.400%! ~~ 
03:07:13.513 WARN  Total activation time: 22 
03:07:13.513 WARN  Total collision time: 766 
03:07:13.514 WARN  Total cycle time: 126 
03:07:13.514 WARN  Total player update time: 180 
03:07:13.514 WARN  Total lb+minimap processing time: 14 
03:07:13.514 WARN  Total entity physics calculation time: 3 
03:07:13.514 WARN  Total entity life+thought cycle time: 37 
03:07:13.514 WARN  Total entity selfie-taking time: 27 
03:07:13.514 WARN  Total time: 1175 
03:07:14.700 WARN  ~~ LOOPS: 4. ENTITY #: 1335//1084. VIEW #: 1. BACKLOGGED :: 755.250%! ~~ 
03:07:14.700 WARN  Total activation time: 20 
03:07:14.701 WARN  Total collision time: 779 
03:07:14.701 WARN  Total cycle time: 208 
03:07:14.701 WARN  Total player update time: 123 
03:07:14.701 WARN  Total lb+minimap processing time: 14 
03:07:14.701 WARN  Total entity physics calculation time: 5 
03:07:14.701 WARN  Total entity life+thought cycle time: 183 
03:07:14.701 WARN  Total entity selfie-taking time: 7 
03:07:14.701 WARN  Total time: 1339 
03:07:15.719 WARN  ~~ LOOPS: 3. ENTITY #: 1338//1141. VIEW #: 1. BACKLOGGED :: 860.000%! ~~ 
03:07:15.720 WARN  Total activation time: 14 
03:07:15.720 WARN  Total collision time: 713 
03:07:15.720 WARN  Total cycle time: 133 
03:07:15.720 WARN  Total player update time: 33 
03:07:15.720 WARN  Total lb+minimap processing time: 18 
03:07:15.720 WARN  Total entity physics calculation time: 6 
03:07:15.720 WARN  Total entity life+thought cycle time: 111 
03:07:15.720 WARN  Total entity selfie-taking time: 4 
03:07:15.720 WARN  Total time: 1032 
03:07:17.052 WARN  ~~ LOOPS: 4. ENTITY #: 1337//1136. VIEW #: 1. BACKLOGGED :: 891.000%! ~~ 
03:07:17.053 WARN  Total activation time: 39 
03:07:17.053 WARN  Total collision time: 1000 
03:07:17.053 WARN  Total cycle time: 149 
03:07:17.054 WARN  Total player update time: 41 
03:07:17.054 WARN  Total lb+minimap processing time: 23 
03:07:17.054 WARN  Total entity physics calculation time: 5 
03:07:17.054 WARN  Total entity life+thought cycle time: 76 
03:07:17.054 WARN  Total entity selfie-taking time: 49 
03:07:17.054 WARN  Total time: 1382 
03:07:18.181 WARN  ~~ LOOPS: 3. ENTITY #: 1338//1137. VIEW #: 1. BACKLOGGED :: 995.000%! ~~ 
03:07:18.181 WARN  Total activation time: 21 
03:07:18.181 WARN  Total collision time: 887 
03:07:18.181 WARN  Total cycle time: 87 
03:07:18.181 WARN  Total player update time: 68 
03:07:18.181 WARN  Total lb+minimap processing time: 26 
03:07:18.181 WARN  Total entity physics calculation time: 1 
03:07:18.181 WARN  Total entity life+thought cycle time: 14 
03:07:18.181 WARN  Total entity selfie-taking time: 10 
03:07:18.181 WARN  Total time: 1114 
03:07:19.209 WARN  ~~ LOOPS: 3. ENTITY #: 1335//1135. VIEW #: 1. BACKLOGGED :: 929.000%! ~~ 
03:07:19.209 WARN  Total activation time: 12 
03:07:19.209 WARN  Total collision time: 827 
03:07:19.209 WARN  Total cycle time: 90 
03:07:19.209 WARN  Total player update time: 25 
03:07:19.209 WARN  Total lb+minimap processing time: 20 
03:07:19.209 WARN  Total entity physics calculation time: 5 
03:07:19.209 WARN  Total entity life+thought cycle time: 9 
03:07:19.209 WARN  Total entity selfie-taking time: 4 
03:07:19.209 WARN  Total time: 992 
03:07:20.311 WARN  ~~ LOOPS: 3. ENTITY #: 1339//1142. VIEW #: 1. BACKLOGGED :: 931.000%! ~~ 
03:07:20.311 WARN  Total activation time: 13 
03:07:20.311 WARN  Total collision time: 883 
03:07:20.311 WARN  Total cycle time: 35 
03:07:20.312 WARN  Total player update time: 53 
03:07:20.312 WARN  Total lb+minimap processing time: 40 
03:07:20.312 WARN  Total entity physics calculation time: 3 
03:07:20.312 WARN  Total entity life+thought cycle time: 13 
03:07:20.312 WARN  Total entity selfie-taking time: 4 
03:07:20.312 WARN  Total time: 1044 
03:07:21.646 WARN  ~~ LOOPS: 4. ENTITY #: 1340//1135. VIEW #: 1. BACKLOGGED :: 841.500%! ~~ 
03:07:21.646 WARN  Total activation time: 19 
03:07:21.646 WARN  Total collision time: 1055 
03:07:21.646 WARN  Total cycle time: 48 
03:07:21.646 WARN  Total player update time: 140 
03:07:21.646 WARN  Total lb+minimap processing time: 62 
03:07:21.646 WARN  Total entity physics calculation time: 5 
03:07:21.646 WARN  Total entity life+thought cycle time: 22 
03:07:21.646 WARN  Total entity selfie-taking time: 6 
03:07:21.646 WARN  Total time: 1357 
03:07:22.724 WARN  ~~ LOOPS: 3. ENTITY #: 1350//1129. VIEW #: 1. BACKLOGGED :: 842.000%! ~~ 
03:07:22.724 WARN  Total activation time: 14 
03:07:22.724 WARN  Total collision time: 794 
03:07:22.724 WARN  Total cycle time: 34 
03:07:22.724 WARN  Total player update time: 193 
03:07:22.724 WARN  Total lb+minimap processing time: 24 
03:07:22.725 WARN  Total entity physics calculation time: 3 
03:07:22.725 WARN  Total entity life+thought cycle time: 13 
03:07:22.725 WARN  Total entity selfie-taking time: 5 
03:07:22.725 WARN  Total time: 1080 
03:07:23.784 WARN  ~~ LOOPS: 3. ENTITY #: 1352//1140. VIEW #: 1. BACKLOGGED :: 859.000%! ~~ 
03:07:23.784 WARN  Total activation time: 15 
03:07:23.785 WARN  Total collision time: 807 
03:07:23.785 WARN  Total cycle time: 37 
03:07:23.785 WARN  Total player update time: 160 
03:07:23.785 WARN  Total lb+minimap processing time: 28 
03:07:23.785 WARN  Total entity physics calculation time: 2 
03:07:23.785 WARN  Total entity life+thought cycle time: 17 
03:07:23.785 WARN  Total entity selfie-taking time: 3 
03:07:23.785 WARN  Total time: 1069 
03:07:25.116 WARN  ~~ LOOPS: 4. ENTITY #: 1354//1134. VIEW #: 1. BACKLOGGED :: 828.750%! ~~ 
03:07:25.116 WARN  Total activation time: 20 
03:07:25.116 WARN  Total collision time: 1039 
03:07:25.116 WARN  Total cycle time: 46 
03:07:25.116 WARN  Total player update time: 152 
03:07:25.116 WARN  Total lb+minimap processing time: 59 
03:07:25.116 WARN  Total entity physics calculation time: 5 
03:07:25.116 WARN  Total entity life+thought cycle time: 17 
03:07:25.116 WARN  Total entity selfie-taking time: 4 
03:07:25.116 WARN  Total time: 1342 
03:07:26.473 WARN  ~~ LOOPS: 4. ENTITY #: 1360//1141. VIEW #: 1. BACKLOGGED :: 870.750%! ~~ 
03:07:26.473 WARN  Total activation time: 18 
03:07:26.473 WARN  Total collision time: 1090 
03:07:26.473 WARN  Total cycle time: 53 
03:07:26.473 WARN  Total player update time: 150 
03:07:26.473 WARN  Total lb+minimap processing time: 28 
03:07:26.473 WARN  Total entity physics calculation time: 5 
03:07:26.473 WARN  Total entity life+thought cycle time: 24 
03:07:26.474 WARN  Total entity selfie-taking time: 3 
03:07:26.474 WARN  Total time: 1371 
03:07:27.590 WARN  ~~ LOOPS: 3. ENTITY #: 1362//1143. VIEW #: 1. BACKLOGGED :: 982.000%! ~~ 
03:07:27.591 WARN  Total activation time: 16 
03:07:27.591 WARN  Total collision time: 841 
03:07:27.591 WARN  Total cycle time: 125 
03:07:27.591 WARN  Total player update time: 68 
03:07:27.591 WARN  Total lb+minimap processing time: 31 
03:07:27.591 WARN  Total entity physics calculation time: 3 
03:07:27.591 WARN  Total entity life+thought cycle time: 15 
03:07:27.591 WARN  Total entity selfie-taking time: 56 
03:07:27.591 WARN  Total time: 1155 
03:07:28.766 WARN  ~~ LOOPS: 3. ENTITY #: 1365//1133. VIEW #: 1. BACKLOGGED :: 896.000%! ~~ 
03:10:01.636 WARN  ~~ LOOPS: 13. ENTITY #: 1514//1164. VIEW #: 2. BACKLOGGED :: 121.385%! ~~ 
03:10:01.636 WARN  Total activation time: 87 
03:10:01.636 WARN  Total collision time: 112 
03:10:01.637 WARN  Total cycle time: 327 
03:10:01.637 WARN  Total player update time: 112 
03:10:01.637 WARN  Total lb+minimap processing time: 44 
03:10:01.637 WARN  Total entity physics calculation time: 17 
03:10:01.637 WARN  Total entity life+thought cycle time: 100 
03:10:01.637 WARN  Total entity selfie-taking time: 28 
03:10:01.637 WARN  Total time: 827 
03:10:02.739 WARN  ~~ LOOPS: 14. ENTITY #: 1588//1242. VIEW #: 2. BACKLOGGED :: 130.286%! ~~ 
03:10:02.739 WARN  Total activation time: 85 
03:10:02.739 WARN  Total collision time: 134 
03:10:02.739 WARN  Total cycle time: 389 
03:10:02.739 WARN  Total player update time: 117 
03:10:02.739 WARN  Total lb+minimap processing time: 44 
03:10:02.739 WARN  Total entity physics calculation time: 20 
03:10:02.739 WARN  Total entity life+thought cycle time: 121 
03:10:02.739 WARN  Total entity selfie-taking time: 39 
03:10:02.739 WARN  Total time: 949 
03:10:03.806 WARN  ~~ LOOPS: 13. ENTITY #: 1751//1354. VIEW #: 2. BACKLOGGED :: 137.308%! ~~ 
03:10:03.806 WARN  Total activation time: 78 
03:10:03.806 WARN  Total collision time: 143 
03:10:03.806 WARN  Total cycle time: 374 
03:10:03.806 WARN  Total player update time: 95 
03:10:03.806 WARN  Total lb+minimap processing time: 60 
03:10:03.806 WARN  Total entity physics calculation time: 20 
03:10:03.806 WARN  Total entity life+thought cycle time: 160 
03:10:03.806 WARN  Total entity selfie-taking time: 26 
03:10:03.806 WARN  Total time: 956 
03:10:04.925 WARN  ~~ LOOPS: 12. ENTITY #: 1882//1537. VIEW #: 2. BACKLOGGED :: 154.000%! ~~ 
03:10:04.925 WARN  Total activation time: 85 
03:10:04.925 WARN  Total collision time: 146 
03:10:04.925 WARN  Total cycle time: 385 
03:10:04.925 WARN  Total player update time: 136 
03:10:04.925 WARN  Total lb+minimap processing time: 79 
03:10:04.925 WARN  Total entity physics calculation time: 22 
03:10:04.925 WARN  Total entity life+thought cycle time: 143 
03:10:04.925 WARN  Total entity selfie-taking time: 24 
03:10:04.925 WARN  Total time: 1020 
03:10:06.036 WARN  ~~ LOOPS: 11. ENTITY #: 1870//1583. VIEW #: 2. BACKLOGGED :: 183.000%! ~~ 
03:10:06.036 WARN  Total activation time: 91 
03:10:06.036 WARN  Total collision time: 188 
03:10:06.036 WARN  Total cycle time: 392 
03:10:06.036 WARN  Total player update time: 116 
03:10:06.036 WARN  Total lb+minimap processing time: 87 
03:10:06.036 WARN  Total entity physics calculation time: 7 
03:10:06.036 WARN  Total entity life+thought cycle time: 123 
03:10:06.036 WARN  Total entity selfie-taking time: 27 
03:10:06.037 WARN  Total time: 1031 
03:10:07.117 WARN  ~~ LOOPS: 11. ENTITY #: 1872//1569. VIEW #: 2. BACKLOGGED :: 159.545%! ~~ 
03:10:07.117 WARN  Total activation time: 70 
03:10:07.117 WARN  Total collision time: 127 
03:10:07.117 WARN  Total cycle time: 388 
03:10:07.117 WARN  Total player update time: 133 
03:10:07.117 WARN  Total lb+minimap processing time: 88 
03:10:07.117 WARN  Total entity physics calculation time: 12 
03:10:07.117 WARN  Total entity life+thought cycle time: 116 
03:10:07.117 WARN  Total entity selfie-taking time: 41 
03:10:07.118 WARN  Total time: 975 
03:10:08.240 WARN  ~~ LOOPS: 12. ENTITY #: 1786//1466. VIEW #: 1. BACKLOGGED :: 165.500%! ~~ 
03:10:08.240 WARN  Total activation time: 93 
03:10:08.240 WARN  Total collision time: 139 
03:10:08.240 WARN  Total cycle time: 430 
03:10:08.240 WARN  Total player update time: 137 
03:10:08.240 WARN  Total lb+minimap processing time: 65 
03:10:08.240 WARN  Total entity physics calculation time: 13 
03:10:08.240 WARN  Total entity life+thought cycle time: 110 
03:10:08.241 WARN  Total entity selfie-taking time: 26 
03:10:08.241 WARN  Total time: 1013 
03:10:09.365 WARN  ~~ LOOPS: 12. ENTITY #: 1790//1471. VIEW #: 2. BACKLOGGED :: 166.000%! ~~ 
03:10:09.365 WARN  Total activation time: 92 
03:10:09.365 WARN  Total collision time: 145 
03:10:09.365 WARN  Total cycle time: 427 
03:10:09.365 WARN  Total player update time: 157 
03:10:09.365 WARN  Total lb+minimap processing time: 69 
03:10:09.365 WARN  Total entity physics calculation time: 22 
03:10:09.365 WARN  Total entity life+thought cycle time: 129 
03:10:09.365 WARN  Total entity selfie-taking time: 32 
03:10:09.365 WARN  Total time: 1073 
03:10:10.503 WARN  ~~ LOOPS: 12. ENTITY #: 1800//1484. VIEW #: 2. BACKLOGGED :: 151.000%! ~~ 
03:10:10.503 WARN  Total activation time: 82 
03:10:10.503 WARN  Total collision time: 134 
03:10:10.503 WARN  Total cycle time: 388 
03:10:10.503 WARN  Total player update time: 150 
03:10:10.503 WARN  Total lb+minimap processing time: 104 
03:10:10.503 WARN  Total entity physics calculation time: 24 
03:10:10.503 WARN  Total entity life+thought cycle time: 114 
03:10:10.503 WARN  Total entity selfie-taking time: 22 
03:10:10.503 WARN  Total time: 1018 
03:10:11.586 WARN  ~~ LOOPS: 11. ENTITY #: 1783//1473. VIEW #: 2. BACKLOGGED :: 165.818%! ~~ 
03:10:11.586 WARN  Total activation time: 78 
03:10:11.586 WARN  Total collision time: 135 
03:10:11.586 WARN  Total cycle time: 395 
03:10:11.587 WARN  Total player update time: 131 
03:10:11.587 WARN  Total lb+minimap processing time: 84 
03:10:11.587 WARN  Total entity physics calculation time: 18 
03:10:11.587 WARN  Total entity life+thought cycle time: 134 
03:10:11.587 WARN  Total entity selfie-taking time: 40 
03:10:11.587 WARN  Total time: 1015 
03:10:12.683 WARN  ~~ LOOPS: 11. ENTITY #: 1799//1474. VIEW #: 2. BACKLOGGED :: 166.091%! ~~ 
03:10:12.683 WARN  Total activation time: 89 
03:10:12.683 WARN  Total collision time: 138 
03:10:12.683 WARN  Total cycle time: 382 
03:10:12.683 WARN  Total player update time: 90 
03:10:12.683 WARN  Total lb+minimap processing time: 90 
03:10:12.683 WARN  Total entity physics calculation time: 14 
03:10:12.684 WARN  Total entity life+thought cycle time: 149 
03:10:12.684 WARN  Total entity selfie-taking time: 23 
03:10:12.684 WARN  Total time: 975 
03:10:13.849 WARN  ~~ LOOPS: 12. ENTITY #: 1795//1484. VIEW #: 2. BACKLOGGED :: 158.500%! ~~ 
03:10:13.849 WARN  Total activation time: 88 
03:10:13.849 WARN  Total collision time: 136 
03:10:13.849 WARN  Total cycle time: 410 
03:10:13.849 WARN  Total player update time: 154 
03:10:13.849 WARN  Total lb+minimap processing time: 95 
03:10:13.849 WARN  Total entity physics calculation time: 13 
03:10:13.849 WARN  Total entity life+thought cycle time: 125 
03:10:13.849 WARN  Total entity selfie-taking time: 37 
03:10:13.849 WARN  Total time: 1058 
03:10:14.999 WARN  ~~ LOOPS: 12. ENTITY #: 1792//1483. VIEW #: 2. BACKLOGGED :: 170.500%! ~~ 
03:10:14.999 WARN  Total activation time: 123 
03:10:14.999 WARN  Total collision time: 129 
03:10:15.000 WARN  Total cycle time: 430 
03:10:15.000 WARN  Total player update time: 103 
03:10:15.000 WARN  Total lb+minimap processing time: 83 
03:10:15.000 WARN  Total entity physics calculation time: 15 
03:10:15.000 WARN  Total entity life+thought cycle time: 139 
03:10:15.000 WARN  Total entity selfie-taking time: 34 
03:10:15.000 WARN  Total time: 1056 
03:10:16.159 WARN  ~~ LOOPS: 11. ENTITY #: 1794//1477. VIEW #: 2. BACKLOGGED :: 168.818%! ~~ 
03:10:16.159 WARN  Total activation time: 81 
03:10:16.159 WARN  Total collision time: 136 
03:10:16.159 WARN  Total cycle time: 402 
03:10:16.160 WARN  Total player update time: 118 
03:10:16.160 WARN  Total lb+minimap processing time: 110 
03:10:16.160 WARN  Total entity physics calculation time: 15 
03:10:16.160 WARN  Total entity life+thought cycle time: 119 
03:10:16.160 WARN  Total entity selfie-taking time: 38 
03:10:16.160 WARN  Total time: 1019 
03:10:17.237 WARN  ~~ LOOPS: 12. ENTITY #: 1798//1480. VIEW #: 2. BACKLOGGED :: 148.500%! ~~ 
03:10:17.237 WARN  Total activation time: 95 
03:10:17.237 WARN  Total collision time: 124 
03:10:17.237 WARN  Total cycle time: 375 
03:10:17.238 WARN  Total player update time: 147 
03:10:17.238 WARN  Total lb+minimap processing time: 106 
03:10:17.238 WARN  Total entity physics calculation time: 22 
03:10:17.238 WARN  Total entity life+thought cycle time: 106 
